gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,G,H,R,ct,col,label,color
MIB2,-0.00606044775607538,7.03962395891355,0.0149111126213802,0.904806491473439,0.91901139435791,ENSG00000197530,0.689878744463883,6.71034447521723,144.715461458128,1.11059490621316e-30,3.79085928296959e-30,ENSG00000197530,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
MICU3,-0.0109351127781318,7.04972863811657,0.0559780226028245,0.812979795351619,0.837104568003494,ENSG00000155970,0.873600225420134,6.70924626677717,233.186209000021,7.74839315763156e-48,4.13743073303517e-47,ENSG00000155970,NA,NA,NA,2,2,2,2,NA,unkn,FALSE,0,0
MID1IP1,0.0751363766075706,6.95773708480911,2.26252121182997,0.205505752697205,0.241256343718985,ENSG00000165175,-1.98922972946602,6.99885021297802,1802.47256079686,5.92878775009496e-323,7.12442661303078e-321,ENSG00000165175,NA,NA,5,NA,6,NA,NA,NA,unkn,FALSE,0,0
MITD1,0.0740930827543456,7.1157215270778,2.39538635706016,0.121759989232239,0.148274223266189,ENSG00000158411,-0.642158768632578,6.97178268024948,176.663162757583,1.92659578515292e-39,8.37974104249491e-39,ENSG00000158411,3,NA,3,3,3,3,3,NA,trans,FALSE,Repressed trans,deepskyblue
MLF1,0.0420262519451959,7.91401647252593,1.8024027694707,0.179486139414841,0.212953976106487,ENSG00000178053,0.51499949012861,7.66871803157902,209.099144224222,3.51214318285941e-46,1.80522111702074e-45,ENSG00000178053,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
MORN1,0.0256353979836349,6.89738608203125,0.287854521456443,0.694349337755413,0.72956152127109,ENSG00000116151,0.532866192113541,6.57068717433386,106.52600974405,2.17201891319083e-15,4.65659020343183e-15,ENSG00000116151,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
MPHOSPH6,0.0670604953150155,7.21721394714953,2.12097991157068,0.145359343397132,0.174922733864601,ENSG00000135698,-0.733011107209663,7.13030962435855,268.558429886371,2.20420697154998e-58,1.48132791264649e-57,ENSG00000135698,3,3,NA,2,3,3,2,NA,cis,FALSE,Repressed cis,deepskyblue4
MRPL3,0.0499210613274863,7.83685350810783,2.39961579135118,0.121431363698546,0.147924406604595,ENSG00000114686,-0.692361708559575,7.9099862038882,505.124738660002,3.65184480422203e-105,5.41025410911213e-104,ENSG00000114686,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
MRPL40,0.0186695881984723,7.90207818664155,0.370563065468451,0.542726482931831,0.586345741310106,ENSG00000185608,0.505168938974418,7.65244865182431,213.025204278039,5.41881022578112e-47,2.84608612553687e-46,ENSG00000185608,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
MSH6,0.0398297765935337,8.20562491478358,1.34047047411855,0.247008957222446,0.285336461585841,ENSG00000116062,0.575368427711696,7.96211962499578,212.035821724668,8.67693704964615e-47,4.53257482030405e-46,ENSG00000116062,3,3,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
MSMO1,0.0717220470513282,7.1465775138317,2.10597049882305,0.14679095510848,0.176501162809094,ENSG00000052802,-0.693421849613832,7.02541339465914,178.082864721273,9.73977959924256e-40,4.26614445551916e-39,ENSG00000052802,2,2,2,2,2,2,2,3,trans,FALSE,Repressed trans,deepskyblue
MTURN,-0.0440580410166721,7.28427431965415,0.988890450256164,0.320064127419945,0.362748990706059,ENSG00000180354,0.689872010653736,6.9601740871622,173.408908408867,9.21054581624706e-39,3.93812262102916e-38,ENSG00000180354,NA,4,4,4,4,4,NA,4,unkn,FALSE,0,0
MYBBP1A,-0.0288785523481639,7.04136506520097,0.374750226565581,0.540455469991437,0.584018044512299,ENSG00000132382,-0.9734583154578,6.90840999518419,390.359093196332,8.30349374743366e-83,8.93533640491894e-82,ENSG00000132382,3,3,3,3,3,3,3,3,trans,TRUE,Repressed trans,deepskyblue
MYCBP2,-0.041345773655585,7.82962046427138,1.459657753414,0.227044448640532,0.263946409803762,ENSG00000005810,0.624210362960216,7.53573586951883,245.30261429705,1.2391002440455e-53,7.47274936232229e-53,ENSG00000005810,NA,NA,NA,3,3,3,2,3,unkn,FALSE,0,0
MYO1E,0.077149831687842,6.93863437510646,2.47395536805316,0.190581410342767,0.22505303614193,ENSG00000157483,0.80743729502286,6.60601487921583,217.698984808454,3.00212079482449e-34,1.12651414571314e-33,ENSG00000157483,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
MZT2B,0.0183891128148135,9.38555804132455,1.02066896165947,0.50738897489959,0.551794451826601,ENSG00000152082,0.711167048872727,9.13637136881627,1080.30224461453,7.31200227386631e-209,3.75467767247368e-207,ENSG00000152082,3,NA,3,3,3,3,3,NA,trans,TRUE,Activated trans,coral2
NAALAD2,-0.0326888125331878,6.9368787084028,0.444156956781882,0.570866790309454,0.61318039558946,ENSG00000077616,0.913681856608339,6.59098920498405,289.747799749984,3.13413624089946e-42,1.4579108687878e-41,ENSG00000077616,4,NA,4,4,4,4,3,NA,cis,FALSE,Activated cis,darkred
NAGLU,-0.0870376602696319,6.99362904315427,3.07377130436138,0.0948594910657486,0.117496415070075,ENSG00000108784,0.616523304494957,6.65966750518337,117.641399747232,8.88338305961972e-23,2.41501994357896e-22,ENSG00000108784,4,NA,3,3,3,3,3,NA,cis,FALSE,Activated cis,darkred
NANP,-0.00222403292639373,6.99695299886712,0.000696578616485268,0.982651323300089,0.986487883677375,ENSG00000170191,0.531486935737399,6.67661978441102,90.8602340125249,2.61174241065252e-18,6.17639419179127e-18,ENSG00000170191,4,4,NA,3,3,3,2,4,cis,FALSE,Activated cis,darkred
NARS,-0.0108990729217101,7.72020629567194,0.0982279435353333,0.753980321091681,0.785060186886863,ENSG00000134440,-0.512573817569275,7.69307183097211,232.549936063073,5.12933782438753e-51,2.91553656670453e-50,ENSG00000134440,NA,3,3,2,1,1,2,3,unkn,TRUE,0,0
NAXD,0.0749655763654817,7.12559051487967,2.50532650402761,0.11352823186325,0.13883672062496,ENSG00000213995,0.974966007322135,6.78927590909398,305.390503180043,7.56005757439451e-66,5.94574639568366e-65,ENSG00000213995,NA,NA,NA,2,2,2,2,4,unkn,TRUE,0,0
NBPF1,0.0408062952972837,6.99591199893079,0.642430354156966,0.492818230104575,0.537931992107181,ENSG00000219481,0.636998102586775,6.67334863422027,124.9071881704,5.93617439906672e-25,1.7307842556044e-24,ENSG00000219481,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
NCAPD2,-0.0729954596733325,7.42447818757893,2.13689204409028,0.143858791422408,0.17322385367825,ENSG00000010292,-0.704062214997574,7.3737216017167,193.381486688291,6.36364847957732e-43,3.0267389216263e-42,ENSG00000010292,3,3,NA,5,5,5,5,NA,cis,TRUE,Repressed cis,deepskyblue4
NCAPG,0.056069432324199,7.57056678910387,1.10770887544581,0.292633818045428,0.333659116243269,ENSG00000109805,1.07165309685304,7.23304834808354,291.299556837488,5.32154686395389e-63,3.89020889612331e-62,ENSG00000109805,3,NA,3,3,3,3,2,3,cis,TRUE,Activated cis,darkred
NCOA4,-0.00362697408735363,7.17943906089796,0.00636979494755538,0.936390925800595,0.946108635156511,ENSG00000266412,0.813683086787468,6.84634775534659,223.113070335794,4.49034732405713e-49,2.46363558059525e-48,ENSG00000266412,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
NDE1,-0.00896066653072621,7.03749822832641,0.0240138306931816,0.939712406878156,0.948604390595344,ENSG00000072864,0.526238139371157,6.72231610749677,76.2548791502232,3.66596837383175e-18,8.62897495736366e-18,ENSG00000072864,2,2,NA,NA,NA,NA,NA,2,unkn,FALSE,0,0
NECAB3,-0.0234312024634074,7.07266162312973,0.201861060741155,0.741992268089587,0.774185668962894,ENSG00000125967,0.519650480034278,6.75702055471132,86.9048006039881,1.87423570444899e-20,4.74752521112582e-20,ENSG00000125967,4,4,NA,3,3,3,2,4,cis,FALSE,Activated cis,darkred
NEO1,0.00063915112749707,7.20239587261014,0.000503970263149541,0.982090507428992,0.986023589156781,ENSG00000067141,0.956294921192937,6.8587315482789,306.732830438707,4.05318743787408e-66,3.20677761539506e-65,ENSG00000067141,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
NEXMIF,0.0454702220040175,6.98711868363156,0.862685323044527,0.377834898634425,0.421976652578908,ENSG00000050030,0.936178064613107,6.64734810866785,271.237983530577,8.0654842944945e-49,4.40913141432366e-48,ENSG00000050030,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
NFAT5,-0.0596517868470975,7.07308234182095,1.44083017069136,0.230064628695347,0.266993183260842,ENSG00000102908,0.635595874488697,6.74359534207859,120.739726069634,1.12695076097905e-27,3.52897724974433e-27,ENSG00000102908,2,2,2,2,3,3,2,2,trans,FALSE,Activated trans,coral2
NFATC2IP,0.0234991967400434,7.46706060462571,0.330237538995518,0.565546337876001,0.608051750425703,ENSG00000176953,0.666977775936712,7.16781792111818,202.598830888434,7.78640829110627e-45,3.88512391053406e-44,ENSG00000176953,2,NA,2,2,2,2,2,NA,trans,TRUE,Activated trans,coral2
NFYA,-0.0302167798805295,7.26706676100433,0.446139787713056,0.504206131546681,0.548809192136124,ENSG00000001167,0.908053660713883,6.92407069973771,282.525784954756,3.19315314948939e-61,2.25632424951896e-60,ENSG00000001167,6,NA,NA,NA,4,4,4,5,cis,FALSE,Activated cis,darkred
NHLRC2,0.0760959506847393,7.0953223452264,2.41706849959962,0.126167101992167,0.153339437495752,ENSG00000196865,0.551363496970256,6.79134460564712,98.7476664347339,5.44120396139201e-23,1.49034322899028e-22,ENSG00000196865,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
NIFK,0.0290459294458916,7.86204432401885,0.779005269448289,0.377489992028821,0.421732357404748,ENSG00000155438,-0.705210579035454,7.93683613654318,494.295815844806,4.42593800532653e-103,6.34384447430135e-102,ENSG00000155438,3,3,3,3,3,3,3,3,trans,FALSE,Repressed trans,deepskyblue
NINL,0.0901331384869685,7.06837117685645,3.27974086188156,0.082100841210838,0.102746441490364,ENSG00000101004,0.642867020579048,6.7559340259181,128.642310866815,2.38246112454713e-29,7.82660676256509e-29,ENSG00000101004,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
NIP7,0.0717771327046753,7.34305363291149,2.77114808291326,0.0960429457799304,0.118888860669194,ENSG00000132603,-0.642229360364256,7.2797751747801,250.583596077262,1.02794832874077e-54,6.37002778056231e-54,ENSG00000132603,2,2,2,2,3,3,2,2,trans,FALSE,Repressed trans,deepskyblue
NIPAL3,0.0402641152887261,6.93266562472997,0.655773576171369,0.52446097010791,0.568633864011474,ENSG00000001461,0.616170084381068,6.60643601194565,126.358042189737,5.45686986051109e-21,1.40615759767323e-20,ENSG00000001461,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
NMD3,0.0811825055982556,7.09638630980923,2.84942126461569,0.0914721763916245,0.113623558138884,ENSG00000169251,0.645339968688914,6.78374424060377,136.419963140618,5.40316304748141e-31,1.85747997127911e-30,ENSG00000169251,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
NME3,-0.0285841019490115,7.38107356827387,0.430894916874343,0.511581802163069,0.55593219680226,ENSG00000103024,0.826600092396808,7.04781761659179,257.767926226774,3.49599670099572e-56,2.2398941915889e-55,ENSG00000103024,2,2,NA,3,3,3,3,2,cis,FALSE,Activated cis,darkred
NOC2L,-0.0357284510312699,7.702417877943,1.06003319109961,0.303259792745004,0.344951134488079,ENSG00000188976,-0.593883472828423,7.68891848558388,310.80122496177,6.13507581393753e-67,4.92762581319903e-66,ENSG00000188976,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
NOL3,0.041693096252439,6.89991447167687,0.806655850630019,0.475555632891149,0.520846645547449,ENSG00000140939,0.62525686168847,6.57039475246121,144.466649010795,1.18053254952441e-20,3.00835300141393e-20,ENSG00000140939,2,2,2,2,3,NA,2,2,trans,TRUE,Activated trans,coral2
NOP16,0.0732291948932784,7.26922736474911,2.60182002098491,0.106807191329089,0.131241577582172,ENSG00000048162,-1.80395779224271,7.54020013100839,2259.21408925258,0,0,ENSG00000048162,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
NPIPB5,0.0980688002888032,6.92306558669106,4.14129964272244,0.0902510197004386,0.112203970438383,ENSG00000243716,0.754846209138705,6.59266920402184,195.132120837078,2.3560630371835e-29,7.74229102433273e-29,ENSG00000243716,3,3,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
NR2F6,0.0885138217697557,6.98863396650836,3.18806688195402,0.113174174297956,0.138420614692024,ENSG00000160113,0.536612376788592,6.67567057590382,90.7642811468264,4.4337087920516e-18,1.03967571718736e-17,ENSG00000160113,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
NRM,-0.0080183176026729,7.10062868003046,0.0263727157224815,0.877158951735633,0.894281208621891,ENSG00000137404,0.708408109870042,6.77438651152428,157.862055284306,1.65653865678684e-35,6.45171793501147e-35,ENSG00000137404,NA,NA,NA,NA,4,4,NA,NA,unkn,FALSE,0,0
NSD3,0.0220613948962132,8.37075821676977,0.734880651588905,0.391348785960636,0.435855800268021,ENSG00000147548,1.03971610421462,8.03471681177517,1090.01537669136,1.65999474507153e-210,8.64996276520527e-209,ENSG00000147548,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
NSUN6,0.0302589188828271,7.00657548024961,0.365320969230216,0.588122437129856,0.62962440477615,ENSG00000241058,-0.893292684393385,6.84982958872219,303.249844658169,2.0438826761072e-65,1.58855186979148e-64,ENSG00000241058,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
NUP205,0.0640400543240504,7.13779469178726,1.85931426959696,0.1727682816731,0.205445313484863,ENSG00000155561,0.767264796437467,6.81814037076678,197.98913182066,7.03284955542911e-44,3.42827108743452e-43,ENSG00000155561,3,3,3,2,2,2,2,3,cis,TRUE,Activated cis,darkred
ORC4,-0.00145640766205994,7.42010823793303,0.000729887100415627,0.978447764941079,0.982661410799113,ENSG00000115947,0.610041199283367,7.119434952363,175.052470594466,4.17857639867464e-39,1.80191525255525e-38,ENSG00000115947,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
OSBPL2,0.0763066829924892,7.12542195204289,2.48345439020403,0.115115604283095,0.140709322251448,ENSG00000130703,0.949805111888968,6.79139889724805,277.739067918417,2.99246773686754e-60,2.0702631602737e-59,ENSG00000130703,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
PACSIN3,-0.00403772759944439,7.24662774426106,0.00696291670629694,0.970349263245002,0.97589634056974,ENSG00000165912,0.721280427184847,6.92525986520209,196.698079137114,1.30328575130008e-43,6.32102552831374e-43,ENSG00000165912,3,NA,NA,3,3,3,2,NA,cis,FALSE,Activated cis,darkred
PALB2,-0.0691270375718121,6.98369698019351,1.93019494479894,0.222741452314776,0.259364988831,ENSG00000083093,0.738675285829363,6.64402426506601,173.132738702814,2.77595513862184e-31,9.61180145870438e-31,ENSG00000083093,3,3,3,3,3,3,3,3,trans,FALSE,Activated trans,coral2
PCM1,0.00780448994923356,8.48473035730645,0.0795676077363383,0.777896464218337,0.806778957822058,ENSG00000078674,0.904000759553134,8.16995225118459,734.12395105283,5.00511786510293e-148,1.3716097610637e-146,ENSG00000078674,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
PGAP1,0.0170779982873213,7.08233640379949,0.132686543849539,0.715678778585351,0.749459773564526,ENSG00000197121,1.08979934180792,6.73115016903723,356.832335858121,1.93042666156219e-75,1.81996909322681e-74,ENSG00000197121,NA,NA,3,3,3,3,3,NA,unkn,TRUE,0,0
PHC3,-0.0399218077352346,7.04225160253917,0.645401766140222,0.42311519186035,0.468455722904945,ENSG00000173889,1.03591070488392,6.68922179853849,319.228932786697,5.94701632241761e-63,4.34144504199679e-62,ENSG00000173889,NA,3,3,3,3,3,3,3,unkn,FALSE,0,0
PHF12,0.00852036074010854,7.08386904857363,0.0248552351594451,0.932820452698661,0.94337343216214,ENSG00000109118,0.674630219379939,6.76096564804901,141.899079897702,3.77204749933195e-32,1.33984951134766e-31,ENSG00000109118,3,3,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
PIF1,0.0299667457909578,7.15704075144381,0.249284039456972,0.617602674544685,0.658303531072927,ENSG00000140451,1.18518231796923,6.80391789412594,263.356876040933,2.53014908945584e-57,1.66545843610852e-56,ENSG00000140451,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
PIKFYVE,0.0163761602014086,7.01281435332879,0.10380806590834,0.769992962012268,0.799564639582659,ENSG00000115020,0.759821728996049,6.68052484767825,174.675855206024,1.16962068187906e-34,4.44724930730291e-34,ENSG00000115020,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
PJA2,0.0571729605433243,7.31123980195891,1.68496715038811,0.194328471503607,0.229207940747844,ENSG00000198961,0.815265154328153,6.99247023522621,252.638541117253,3.90554374219054e-55,2.44021510365573e-54,ENSG00000198961,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
PKD1,0.0779578289340091,6.96588317537185,2.5342469238042,0.1414125116291,0.1705248516855,ENSG00000008710,0.536335476335928,6.64986686505513,89.6740601909643,7.94170572703328e-18,1.85283112440578e-17,ENSG00000008710,2,2,NA,3,3,3,3,2,cis,TRUE,Activated cis,darkred
PKN2,0.0401159624036061,7.83928064192225,1.51637373617334,0.218229759520453,0.254732630482028,ENSG00000065243,0.581737509468399,7.5765461541223,248.582979209621,2.63855685579804e-54,1.61894747219441e-53,ENSG00000065243,4,4,4,3,3,3,3,4,cis,TRUE,Activated cis,darkred
PODXL,-0.0541958554356813,6.88723522653172,1.5277738017654,0.340795726994243,0.383859322733716,ENSG00000128567,0.518729272399203,6.55519354054127,110.254483909738,1.41114307017661e-14,2.93955718714617e-14,ENSG00000128567,3,3,NA,2,2,2,2,3,cis,FALSE,Activated cis,darkred
POLH,-0.0223811203037718,7.02237199849889,0.158427624242581,0.820739393221422,0.843794815995943,ENSG00000170734,0.540869826411836,6.70172371263204,86.8275370735632,1.9472119205198e-20,4.93001620279045e-20,ENSG00000170734,6,NA,NA,NA,5,5,5,NA,cis,FALSE,Activated cis,darkred
POLR1B,0.067715888799123,7.0289473613843,1.84409634280603,0.203225050942125,0.238718614366596,ENSG00000125630,-0.76318619535938,6.86728659221218,228.36026388722,3.73030015489485e-50,2.08447517371779e-49,ENSG00000125630,3,3,3,3,3,3,3,3,trans,FALSE,Repressed trans,deepskyblue
POM121,0.0573384562662727,7.5083387639787,2.15561154995968,0.142115781217382,0.171290511303835,ENSG00000196313,1.17708008138175,7.1551422567864,621.809472358543,2.76976208473048e-127,5.73357012373366e-126,ENSG00000196313,3,3,NA,2,2,2,2,3,cis,TRUE,Activated cis,darkred
POMZP3,0.00819904481697025,7.02090684364854,0.0231786316632657,0.916251451278854,0.929130301691207,ENSG00000146707,1.18385392403492,6.66539075646582,428.50470410452,1.85497901865701e-76,1.7773521792893e-75,ENSG00000146707,3,3,NA,2,2,2,2,3,cis,TRUE,Activated cis,darkred
POP1,0.0966494927833198,6.94077933610343,3.86818910856145,0.106116505766118,0.130520892964139,ENSG00000104356,-1.317651704357,6.82234958404784,643.597124120966,2.38462106193501e-131,5.23330323509306e-130,ENSG00000104356,2,2,NA,5,5,5,5,2,cis,FALSE,Repressed cis,deepskyblue4
PPARA,0.0434915455033332,6.9224439843873,0.740027616406339,0.513072666188208,0.557431494749225,ENSG00000186951,0.664083742011192,6.59286920783844,147.270688978397,4.47191399864333e-23,1.22867289032855e-22,ENSG00000186951,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
PPIH,0.0415020544675279,7.50407206884023,1.08242158784234,0.298209166871586,0.3396299290617,ENSG00000171960,-0.586616627513061,7.46813696356191,248.485711599735,2.76233423191431e-54,1.69097057321699e-53,ENSG00000171960,3,3,NA,3,3,3,3,3,trans,FALSE,Repressed trans,deepskyblue
PPM1D,0.0182836808663126,7.08452663652925,0.149703834398552,0.698835797550137,0.733891022916827,ENSG00000170836,0.527374032694531,6.77400227835995,89.2692007014222,5.82647874023491e-21,1.49993896603078e-20,ENSG00000170836,NA,NA,3,3,3,3,3,NA,unkn,TRUE,0,0
PPM1E,0.0554751691474433,6.90087023869605,1.36666053477742,0.379776176502227,0.42386149114795,ENSG00000175175,0.625101236138116,6.57268223754067,145.959337049634,1.2419615149774e-20,3.15956443132058e-20,ENSG00000175175,4,NA,3,3,3,3,3,NA,cis,TRUE,Activated cis,darkred
PPM1K,0.0331685267403508,7.03781876416839,0.447959544140294,0.503337907918919,0.548042621130393,ENSG00000163644,0.514936533941443,6.72597895203935,81.8235102869165,6.4853366114747e-19,1.56625321178492e-18,ENSG00000163644,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
PPM1L,-0.0823099316235643,6.92884458277512,2.91299815540012,0.155578253657991,0.18641877496503,ENSG00000163590,0.789601553888381,6.58410345170512,221.035714213873,1.19017588927741e-31,4.16325415237316e-31,ENSG00000163590,NA,3,3,3,3,3,3,3,unkn,FALSE,0,0
PPP1R2,-0.0384626303880362,7.6237996559699,1.12044809829137,0.289875561488022,0.330739803231527,ENSG00000184203,0.740547195293236,7.30471088698959,299.733351381079,1.04834508903618e-64,8.02997418669424e-64,ENSG00000184203,NA,3,3,3,3,3,3,3,unkn,FALSE,0,0
PPP4R3B,0.053936985761929,7.63955193513636,2.16203202449415,0.141523439770827,0.170638097153042,ENSG00000275052,0.571520538216037,7.37036413717076,195.079945384009,2.82458768369385e-43,1.35687958756192e-42,ENSG00000275052,3,NA,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
PRELID3B,8.65783467699227e-05,7.66366271880543,1.37427871203835e-06,0.999064692061454,0.999403179800831,ENSG00000101166,0.635174524060855,7.37265590447051,248.019600697705,3.4410564447168e-54,2.10401705619736e-53,ENSG00000101166,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
PRKAA2,-0.0918510718402394,6.94975518869523,3.60912215249187,0.0871640112739914,0.108635434384239,ENSG00000162409,-0.827513660878122,6.73886025843971,229.630293838568,1.08942648192559e-48,5.9463123456186e-48,ENSG00000162409,1,1,2,2,2,2,2,1,cis,TRUE,Repressed cis,deepskyblue4
PRKACA,0.0719695628752862,6.95335845486586,2.14700109217178,0.21356955812155,0.249874638763611,ENSG00000072062,0.691153220049015,6.62740098913015,157.633870322669,8.03028794799343e-27,2.45717055001083e-26,ENSG00000072062,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
PRKAG2,-0.0415450112428216,6.99127570106058,0.685316942366146,0.437316589011717,0.482708943820528,ENSG00000106617,1.18629935665863,6.63196341705242,437.503670518908,1.59651094438117e-72,1.41676952765638e-71,ENSG00000106617,NA,3,3,2,3,2,2,3,unkn,FALSE,0,0
PRKAR1B,0.0729750156538558,7.27720299430846,2.65220753118149,0.103472213794083,0.127502993355501,ENSG00000188191,0.628205383511119,6.98005500011343,155.476215234422,5.24803717338112e-35,2.01648155539504e-34,ENSG00000188191,NA,NA,4,4,3,NA,NA,NA,unkn,TRUE,0,0
PRKG1,0.0903356217607496,6.96281387109788,3.1592453796988,0.117330718347554,0.143294658822223,ENSG00000185532,0.639148034861423,6.6410988899927,122.523665891607,3.03813040347972e-23,8.37782674869876e-23,ENSG00000185532,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
PRMT5,0.019696880407402,7.39192961309662,0.235476962596984,0.627514423721451,0.667237264455382,ENSG00000100462,-0.818882090334897,7.38040888001411,427.494491907438,4.14649843974984e-90,4.97862207669396e-89,ENSG00000100462,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
PRPF8,-0.00654820065908251,8.04783481464374,0.0461823394355675,0.82985386983667,0.851855318530261,ENSG00000174231,0.958632536317177,7.7118317251995,669.039515217192,4.52719156672437e-136,1.06183220383172e-134,ENSG00000174231,3,3,3,3,3,3,3,3,trans,FALSE,Activated trans,coral2
PRR18,-0.0396096302327703,6.94389339109535,0.656198348381639,0.484660026149042,0.529949922824402,ENSG00000176381,0.710911189041301,6.60665098730543,163.73815182845,5.88074117169308e-27,1.80570334148532e-26,ENSG00000176381,NA,NA,NA,3,3,3,NA,3,unkn,FALSE,0,0
PRSS16,0.0428862881557171,7.00147368605563,0.757297027470918,0.432857850806832,0.478208497068515,ENSG00000112812,1.22014148099322,6.64810778000719,475.286118040314,3.28710420397969e-79,3.30522702183433e-78,ENSG00000112812,NA,NA,NA,NA,4,4,NA,NA,unkn,TRUE,0,0
PSMB10,0.060075727397418,6.88985745176702,1.76634617424011,0.32073650140403,0.363387824661577,ENSG00000205220,0.556427751761345,6.56417622763574,121.175898086613,1.05657755461497e-16,2.37091161915934e-16,ENSG00000205220,2,2,2,2,3,3,2,2,trans,TRUE,Activated trans,coral2
PSMB5,0.0307483135083968,8.61805566124126,1.86876767339081,0.171680675009555,0.204273114498792,ENSG00000100804,-1.12668976082805,8.99609091755055,2870.22284395813,0,0,ENSG00000100804,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
PSMD5,0.051419132855878,7.03425700943082,1.07116866891725,0.337747957503115,0.38106846510365,ENSG00000095261,0.566538351237349,6.72112150770135,101.099589129114,1.40128544042293e-22,3.78325609719084e-22,ENSG00000095261,2,2,2,2,3,2,2,2,trans,TRUE,Activated trans,coral2
PSMG2,-0.0461332239096953,7.16254121529341,0.934396294272452,0.360324677468099,0.404176271325514,ENSG00000128789,-0.9657436241502,7.08456758532545,455.348514412157,1.52677505391087e-95,1.96953981954503e-94,ENSG00000128789,1,1,NA,2,2,2,2,1,cis,TRUE,Repressed cis,deepskyblue4
PTAR1,0.0655567236529414,7.27205130676656,2.19102152964553,0.138883234109064,0.167757296030558,ENSG00000188647,0.722696561363584,6.96232308020496,201.593231917657,1.2581709940221e-44,6.24832524636893e-44,ENSG00000188647,4,4,4,4,4,4,4,4,trans,TRUE,Activated trans,coral2
PTGIS,0.0163395166504106,6.98800720533732,0.0913088149919992,0.833847397658156,0.855166874996522,ENSG00000124212,0.767501717067425,6.65480893563473,182.843051745868,8.03601883228363e-34,2.98682386535124e-33,ENSG00000124212,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
PTGR1,0.0147733273550953,7.33245951650221,0.104948209212262,0.745984702392486,0.777784840464946,ENSG00000106853,0.769904535122882,7.0134124865329,232.800301042797,4.55616552874161e-51,2.59392459435031e-50,ENSG00000106853,2,2,2,2,3,2,2,2,trans,TRUE,Activated trans,coral2
PTPN9,0.0800507372650545,7.02528360968191,2.54651426984603,0.158173116330785,0.189336531881689,ENSG00000169410,0.740136778128419,6.70230206005948,171.2419236319,4.59677007040363e-35,1.77009951964796e-34,ENSG00000169410,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
PURG,-0.0492780645136647,6.92370932119261,1.01657921486819,0.408527249747332,0.453728127197502,ENSG00000172733,0.675644017386752,6.58616624084006,159.287719740903,1.16926190283392e-23,3.26948252925646e-23,ENSG00000172733,NA,NA,NA,2,2,2,2,NA,unkn,FALSE,0,0
PUS7,-0.0726535015775892,7.25711068256808,2.5777198107133,0.108443844742643,0.133073283783556,ENSG00000091127,0.825835623065848,6.91461518660391,240.072169372544,1.46343387725795e-52,8.62406883210842e-52,ENSG00000091127,3,3,3,2,2,2,2,3,cis,FALSE,Activated cis,darkred
