gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,G,H,R,ct,col,label,color
CHD2,0.041285268869397,7.39134133194385,0.887115635344653,0.346307817025894,0.389674011348257,ENSG00000173575,0.683064776959325,7.08859893844872,184.44809733043,4.58985085739569e-41,2.07840078636694e-40,ENSG00000173575,NA,NA,NA,NA,3,3,3,4,unkn,TRUE,0,0
CIR1,-0.0460900423052824,7.71639934580463,1.67237046762883,0.19600392647106,0.230993932853659,ENSG00000138433,0.515773667472644,7.43536517431763,166.420123678747,2.6648768879479e-37,1.09175320374566e-36,ENSG00000138433,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
CLASP1,0.072325224897597,7.16519837398288,2.33546548286065,0.126523458836309,0.153735277500365,ENSG00000074054,0.794625033607644,6.84424909405997,212.214749996475,7.96866709649132e-47,4.16671085253016e-46,ENSG00000074054,3,3,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
CLIP4,0.0308409735282064,6.9004571967602,0.506679856132339,0.539159676276317,0.582875500844366,ENSG00000115295,0.593940233403886,6.57091721325387,133.326832437299,9.96152789942925e-19,2.38616490308339e-18,ENSG00000115295,3,3,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
CLPTM1L,-0.0415673508964696,7.46207465982964,1.0551808648415,0.304368958918193,0.346134261740943,ENSG00000049656,-0.844437693189919,7.46331398642491,500.297011482326,3.09538217979342e-104,4.49148871026814e-103,ENSG00000049656,2,2,2,2,2,2,2,1,trans,TRUE,Repressed trans,deepskyblue
CNTLN,-0.0142813791422573,7.47235811981116,0.13088643531608,0.71753073455005,0.751320685608009,ENSG00000044459,0.688125488603856,7.16229704973912,211.5003301167,1.11957225053569e-46,5.82243621738765e-46,ENSG00000044459,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
COCH,-0.0369655384782687,7.15708478731013,0.616323377663949,0.432455802900977,0.477816966889708,ENSG00000100473,-0.798110589023507,7.04127296696003,287.172130919528,3.64793823978017e-62,2.62502657825814e-61,ENSG00000100473,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
COIL,0.0477226002265771,7.79389249408209,2.16917295851173,0.140867887844023,0.169929409274614,ENSG00000121058,0.597898788251042,7.52822885908829,259.494563530319,1.55265182072498e-56,1.00575327370661e-55,ENSG00000121058,4,NA,3,3,3,3,3,NA,cis,TRUE,Activated cis,darkred
COL4A3BP,0.0291367336678095,7.26499016118489,0.40696486750512,0.523544660395676,0.567763150691882,ENSG00000113163,0.629375149519985,6.95845940048338,146.812991792685,3.47840965790685e-33,1.26790549143138e-32,ENSG00000113163,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
COPS7A,0.0453379100915052,7.075216446866,0.845995385397311,0.381078084711039,0.425219876875742,ENSG00000111652,-1.14743418672868,7.0099643791252,609.113570153578,6.61436139207514e-125,1.31023810496949e-123,ENSG00000111652,3,3,NA,5,5,5,5,NA,cis,FALSE,Repressed cis,deepskyblue4
COX16,-0.0460399275467732,7.05170598326798,0.865840609376826,0.365748603852024,0.409618829509503,ENSG00000133983,-1.02501488971491,6.93027424695576,438.304391818427,3.1953454401851e-92,3.95788806396697e-91,ENSG00000133983,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
CRAT,0.00133837430548763,6.97679541047456,5.40641459087836e-06,0.998144881774141,0.999067062976705,ENSG00000095321,0.73561277542304,6.64377308933905,172.685375588374,8.89328716921569e-31,3.04050393264265e-30,ENSG00000095321,2,2,2,2,3,2,2,2,trans,TRUE,Activated trans,coral2
CREB3L4,0.0579515894862524,7.09672940953183,1.38999538871056,0.238464654876961,0.276038734746181,ENSG00000143578,0.739481888075434,6.7751329318577,170.236822468556,4.23862878902036e-38,1.7742863209441e-37,ENSG00000143578,4,NA,4,4,4,4,4,4,trans,TRUE,Activated trans,coral2
CREBL2,0.0665694999760499,6.97611313631699,1.90685147403494,0.19630899037722,0.231299090060247,ENSG00000111269,-0.546408475456839,6.75888150820397,107.325885329166,8.57978399684935e-24,2.40543215262848e-23,ENSG00000111269,3,3,NA,5,5,5,5,3,cis,FALSE,Repressed cis,deepskyblue4
CRTC3,0.0599018415984934,7.33687513986449,1.74983516442323,0.185960838126617,0.219985287806266,ENSG00000140577,1.38804938235652,6.96640550432326,696.389888550816,4.07581373894544e-141,1.02408450666425e-139,ENSG00000140577,NA,NA,NA,NA,3,3,3,NA,unkn,TRUE,0,0
CSKMT,-0.0477223288294211,6.89822179452317,1.00066857646079,0.42173880789152,0.467056517452917,ENSG00000214756,-1.01682273438016,6.6849773660251,332.348210270253,3.34057520726566e-64,2.51685217538862e-63,ENSG00000214756,3,NA,NA,2,2,2,2,NA,cis,TRUE,Repressed cis,deepskyblue4
CTTNBP2,-0.059936894419787,7.02220230228752,1.37588173617671,0.262519958274405,0.301828725243721,ENSG00000077063,0.990537629452009,6.66951239912249,286.656075680944,1.20785081822083e-55,7.632404991123e-55,ENSG00000077063,3,3,3,2,2,2,2,3,cis,FALSE,Activated cis,darkred
CUL1,0.0572830874275061,7.37871752004441,1.88255292511469,0.170108765060365,0.202571036221986,ENSG00000055130,0.918309021586982,7.0512549606623,340.19322548444,7.74046725291347e-73,6.92127325454934e-72,ENSG00000055130,NA,3,3,2,3,2,2,3,unkn,TRUE,0,0
CXorf40B,0.0845180734393458,6.9396268373836,3.14439919319447,0.123647414925672,0.150386449590617,ENSG00000197021,0.973572980164112,6.59968151545051,331.236869974377,2.85150365046657e-48,1.53972463576495e-47,ENSG00000197021,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
CYB5A,-0.0568656839529095,7.50406610572183,2.10723437007843,0.146669794603791,0.176376627927427,ENSG00000166347,0.562206741810132,7.20355317051346,158.544548409558,1.19126395446103e-35,4.67056712760889e-35,ENSG00000166347,NA,NA,NA,2,1,1,2,2,unkn,FALSE,0,0
CYP20A1,0.0364254469271598,7.05775717071465,0.538882395059274,0.487716303417962,0.532858425308334,ENSG00000119004,0.795234310163933,6.7277621489259,198.748996653392,5.89062392367318e-42,2.72219396525185e-41,ENSG00000119004,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
DDX39B,-0.00792639641825108,8.02299591898539,0.0599526319464948,0.806581350631441,0.831369902778507,ENSG00000198563,0.76683842657614,7.71681269200873,384.391753502363,1.25522953078528e-81,1.32513153459547e-80,ENSG00000198563,NA,NA,NA,NA,4,4,NA,5,unkn,FALSE,0,0
DDX42,-0.0424348354248768,7.78373620623629,1.54086859162318,0.214549573676677,0.250757939956844,ENSG00000198231,1.02480733873868,7.42584919419619,593.201597943027,6.4668306381507e-122,1.23032615989853e-120,ENSG00000198231,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
DENND4C,0.0114371688591019,6.93096567005636,0.0684928774388803,0.794425819009277,0.820950341408185,ENSG00000137145,0.515504336098238,6.60644027833101,89.2918032530224,4.70191014360545e-15,9.96529863735893e-15,ENSG00000137145,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
DENND5A,-0.0732385941909942,6.94391242293494,2.23002953504508,0.216646909912432,0.253032286583027,ENSG00000184014,0.570577223517609,6.61143414204886,109.542734957918,1.24659571820011e-18,2.97865134563377e-18,ENSG00000184014,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
DERL1,-0.0200028514250564,7.2009911740638,0.191706798919985,0.661519659494499,0.699907063242333,ENSG00000136986,0.880768891596817,6.86115887183077,263.652230076944,2.20254670843559e-57,1.45162237269979e-56,ENSG00000136986,2,2,2,1,4,NA,1,2,cis,FALSE,Activated cis,darkred
DGAT1,-0.0156473524503925,7.0637307783164,0.109651830557415,0.740555409227168,0.772766872396467,ENSG00000185000,1.17461094187882,6.7056435620733,410.725751793883,7.54781694417921e-82,7.99207283638915e-81,ENSG00000185000,NA,2,2,1,4,NA,1,2,unkn,FALSE,0,0
DHX16,0.0395310383800875,7.36917758812959,0.834225471729711,0.36109966910119,0.404840839041183,ENSG00000204560,0.591550385567116,7.07655539059863,150.242002248273,6.60539684965366e-34,2.46114434222037e-33,ENSG00000204560,NA,NA,NA,NA,4,4,NA,NA,unkn,TRUE,0,0
DHX38,-0.0543874778063496,7.22702053336754,1.37835817605431,0.240439592578782,0.278132222214791,ENSG00000140829,0.514556220396477,6.91835652554258,94.0131725440499,5.60611834373527e-22,1.48811844015136e-21,ENSG00000140829,2,2,2,2,3,3,2,2,trans,FALSE,Activated trans,coral2
DIS3L2,-0.0381827011519324,6.94795622083996,0.626677022678527,0.485624650657451,0.530773187661354,ENSG00000144535,-0.600903038831223,6.71364079454756,124.625492430734,6.25391583453616e-26,1.87457981574734e-25,ENSG00000144535,NA,2,2,2,2,2,2,2,unkn,TRUE,0,0
DMTN,-0.0210564232134615,6.97913451814041,0.179453314935358,0.704117285869863,0.738586625805752,ENSG00000158856,0.584842510475713,6.65257597867961,107.936078030085,9.7141012155893e-21,2.48322287719922e-20,ENSG00000158856,NA,NA,NA,2,2,2,2,NA,unkn,FALSE,0,0
DMXL1,-0.0962683546603206,6.96106422558176,3.72243660854789,0.0950521187656763,0.117718386208402,ENSG00000172869,0.716174755549869,6.6192073223403,166.826833841112,5.63253487892638e-28,1.77959838558194e-27,ENSG00000172869,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
DMXL2,-0.0209673593700526,7.05476909214082,0.164575423821882,0.728687349096682,0.761730088266604,ENSG00000104093,0.682207594490428,6.72601631602451,141.717395574294,7.64297808145462e-32,2.69132563733778e-31,ENSG00000104093,2,NA,2,2,2,2,2,NA,trans,FALSE,Activated trans,coral2
DNA2,0.0677160773232945,7.01423885214356,1.90320884840316,0.179872487197425,0.213361876226139,ENSG00000138346,0.547461210931335,6.7020078034333,93.9246556476,2.28155983179626e-20,5.76411270617168e-20,ENSG00000138346,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
DNAJB14,0.0750910121754193,7.23667158311932,2.70747805844114,0.0999446318076499,0.123398764807574,ENSG00000164031,0.603316738927912,6.93876564186599,135.91390045675,6.91070217841277e-31,2.36880776549742e-30,ENSG00000164031,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
DNAJB2,0.0517453810060437,7.16922178447458,1.14113603242969,0.285466438329329,0.326117275411997,ENSG00000135924,0.554235045900443,6.86773255306197,101.389031607485,1.48354510788109e-23,4.12863460962014e-23,ENSG00000135924,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
DNAJC27,-0.00754208131931253,6.96429694793941,0.0252481872352884,0.873756920009033,0.891563874468779,ENSG00000115137,0.655808402757492,6.63407120301584,130.765860330779,1.30221698621705e-24,3.75541201750382e-24,ENSG00000115137,NA,NA,3,3,3,3,3,3,unkn,FALSE,0,0
DNASE1,-0.00561088279708536,6.98801950571885,0.014495562346566,0.904173325781882,0.918554362368627,ENSG00000213918,0.51222771688264,6.66896114933763,79.455500743706,3.75150884532502e-17,8.56354349716186e-17,ENSG00000213918,2,2,NA,3,3,3,3,2,cis,FALSE,Activated cis,darkred
DNM1,0.0977703231196561,6.96311759348342,3.82984580682308,0.0859591840945169,0.107240445148024,ENSG00000106976,0.890360258923073,6.6295615815182,248.77349092304,8.62864711444108e-43,4.09116222216754e-42,ENSG00000106976,2,2,2,2,3,2,2,2,trans,TRUE,Activated trans,coral2
DOPEY1,0.0693715575861032,6.99004541206442,2.02275145754157,0.169080309499351,0.201418073611248,ENSG00000083097,1.12013854966385,6.64271689583121,396.044248016357,7.28478086118756e-67,5.82892677380046e-66,ENSG00000083097,4,4,NA,3,3,3,3,NA,cis,TRUE,Activated cis,darkred
DYM,0.0492967176799349,7.19393547694836,1.1658632819557,0.280307424291962,0.320844977833558,ENSG00000141627,0.542859286506998,6.89482469862114,109.45284452505,2.82774203131531e-25,8.32735389956943e-25,ENSG00000141627,NA,3,3,2,2,2,2,3,unkn,TRUE,0,0
E2F1,-0.0733719020096197,7.32779957677491,2.08435597879327,0.148880612869143,0.178906505194939,ENSG00000101412,0.667805506796932,7.00300056308095,126.835115907895,5.75011586069868e-29,1.87210605030688e-28,ENSG00000101412,4,4,NA,3,3,3,2,4,cis,FALSE,Activated cis,darkred
E2F4,0.0581526625791448,7.19373823833031,1.6286985555121,0.201945256307174,0.23732650067366,ENSG00000205250,-0.706402749083283,7.09030952639604,259.104527105674,1.86503536217168e-56,1.20515235559267e-55,ENSG00000205250,2,2,2,2,3,NA,2,2,trans,FALSE,Repressed trans,deepskyblue
E4F1,0.0500301963401425,6.99374543631105,0.989127824377101,0.382418674464034,0.426525911191785,ENSG00000167967,0.578538681934247,6.67478616375065,104.180919647174,1.3731702562954e-20,3.48832732254869e-20,ENSG00000167967,2,2,NA,3,3,3,3,2,cis,TRUE,Activated cis,darkred
EBAG9,0.0484295888259657,7.09870186373591,1.01986910747305,0.312601259114638,0.354892497045352,ENSG00000147654,0.629487500850104,6.78522806949469,125.453021959174,1.12840175134446e-28,3.63962815883692e-28,ENSG00000147654,2,2,NA,1,1,1,1,2,cis,TRUE,Activated cis,darkred
EID2B,-0.0533346252103054,7.32114761780693,1.44676143057496,0.229107991098044,0.26606773998045,ENSG00000176401,0.565729758025802,7.01174944942214,122.146285488937,5.66880311914732e-28,1.79052252595821e-27,ENSG00000176401,NA,3,NA,3,3,3,2,NA,unkn,FALSE,0,0
EIF3G,0.0279205611696519,8.12163734006162,1.06938541062382,0.301136708008421,0.342730553615758,ENSG00000130811,-0.515310186464215,8.17248992293374,382.645540012271,2.78094862450233e-81,2.91256183663224e-80,ENSG00000130811,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
EIF4ENIF1,0.00884981444447598,7.06632075588789,0.026088241676962,0.93305371326871,0.943402161389254,ENSG00000184708,0.674395390308981,6.74197848019907,142.266288559933,2.30682751179202e-31,8.01366877495435e-31,ENSG00000184708,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
ELAC1,0.0298229544457472,7.07645272260801,0.396333589460677,0.529018981438445,0.572894421799646,ENSG00000141642,1.14007985450046,6.72336787999149,400.021625161547,3.06086589623632e-80,3.14043059654586e-79,ENSG00000141642,NA,3,3,2,2,2,2,3,unkn,TRUE,0,0
ELAVL4,-0.0775340000710717,7.05473323305386,2.26380708268116,0.13249432642725,0.160562308811174,ENSG00000162374,0.586070491157455,6.72684026768012,102.160202944612,1.01535678751733e-23,2.84364418807476e-23,ENSG00000162374,3,3,NA,3,3,3,3,3,trans,FALSE,Activated trans,coral2
ELMOD3,-0.0418182975184744,6.9721054656869,0.708283773979899,0.455672804791574,0.501371905290116,ENSG00000115459,0.502865388586998,6.6478484900967,79.777986898756,1.96637835099745e-15,4.22256398636846e-15,ENSG00000115459,3,NA,3,3,3,3,3,3,trans,FALSE,Activated trans,coral2
ELMSAN1,-0.0141001317805844,6.97956424542727,0.0775173339974934,0.795484978671757,0.821790807264899,ENSG00000156030,0.522046559957256,6.65742088310749,84.2516091246335,6.5531231739942e-17,1.48307524464079e-16,ENSG00000156030,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
ENDOG,-0.0771194514773617,7.25268351228041,2.57114560123237,0.108895069770361,0.133512624973369,ENSG00000167136,0.809719977848684,6.91302990076075,212.664094024458,6.43462826529469e-47,3.37124803319897e-46,ENSG00000167136,2,2,2,2,3,2,2,2,trans,FALSE,Activated trans,coral2
EPG5,0.0253733854575625,6.92699461373639,0.268705612080739,0.671144902756143,0.70896882806685,ENSG00000152223,0.726621182330747,6.59286445947672,178.968993627903,3.54041940257387e-27,1.09408578558067e-26,ENSG00000152223,NA,3,3,2,2,2,2,3,unkn,TRUE,0,0
EPHB6,0.0270436137656585,7.01480772554564,0.278196282488069,0.663048752996243,0.701155003168441,ENSG00000106123,0.83530219628997,6.67891994128528,215.761043679291,1.09602427347572e-40,4.91052298383151e-40,ENSG00000106123,NA,3,NA,2,NA,2,2,3,unkn,TRUE,0,0
EPHX2,-0.0178320502638369,7.00799351624114,0.119002422661921,0.768948011135762,0.798571940313734,ENSG00000120915,1.04400835040792,6.65643362105035,340.510601502546,9.49448119594405e-60,6.50470350328343e-59,ENSG00000120915,NA,NA,NA,2,2,2,2,NA,unkn,FALSE,0,0
ERCC6,0.0817622223994022,6.98207474339068,2.74793796669828,0.113718159264236,0.139052030374559,ENSG00000225830,0.668510806830647,6.659443366355,138.980684224869,1.02098660919222e-26,3.11778185682313e-26,ENSG00000225830,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
ERCC6L2,0.0322725285568583,7.32413822968015,0.538279214261746,0.463182792744234,0.508652358069346,ENSG00000182150,1.10275942935596,6.97372313406798,428.696979370041,2.41180687536779e-90,2.92234743730132e-89,ENSG00000182150,4,NA,4,4,5,4,4,4,trans,TRUE,Activated trans,coral2
ERLIN2,0.0556025786107021,7.1548322359858,1.34028183237303,0.25714319589874,0.296224235321375,ENSG00000147475,0.758946844123784,6.83411947280237,190.820622240002,2.16711282478298e-42,1.01208474439534e-41,ENSG00000147475,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
ESCO1,0.0739648628531428,7.16662781520471,2.31160874017693,0.128477336153426,0.155995971297561,ENSG00000141446,0.560281210734967,6.86801573095649,102.992213665917,6.7451839984266e-24,1.89711662683745e-23,ENSG00000141446,NA,2,2,2,2,2,2,2,unkn,TRUE,0,0
ETNK1,0.0250361076010544,7.32689135552368,0.31172483839682,0.57664987211968,0.618530850103342,ENSG00000139163,0.530273915319516,7.03610845407594,115.26901546609,1.63623679893016e-26,4.96931175971381e-26,ENSG00000139163,3,3,3,3,3,3,3,3,trans,TRUE,Activated trans,coral2
EXOSC3,0.0633520422742876,7.35946795270341,2.30052774943313,0.129396284005754,0.157035693574936,ENSG00000107371,-0.640400519270235,7.29936972544057,259.160098644864,1.81695215796722e-56,1.17551803834723e-55,ENSG00000107371,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
EYA2,0.0692751115729542,7.13460413033099,1.97236279932765,0.160262365988411,0.191642142395872,ENSG00000064655,1.09196457204619,6.79075084795221,364.056175744329,1.35234907886749e-77,1.31966315094652e-76,ENSG00000064655,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
FADS2,0.0719900451350109,6.92067604270633,2.22929716041692,0.225414167216398,0.26223355787077,ENSG00000134824,0.529724947620825,6.59987241084727,94.4795393727641,8.20418270093257e-16,1.78457422600174e-15,ENSG00000134824,3,NA,2,2,2,2,2,NA,cis,TRUE,Activated cis,darkred
FAM114A1,-0.0559959634461904,7.07254422345899,1.31424049727526,0.25168580039104,0.290404465115793,ENSG00000197712,0.690767483944804,6.73956206047786,142.570775237646,2.72259891601543e-32,9.7132044970021e-32,ENSG00000197712,3,3,3,3,3,3,2,3,cis,FALSE,Activated cis,darkred
FAM13A,-0.00173546306981411,6.95763986635991,0.00058503534933444,0.999534078648367,0.999534078648367,ENSG00000138640,-0.506221353798092,6.72014162318874,85.5104407396949,4.15297613994571e-19,1.00826673418283e-18,ENSG00000138640,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
FAM13B,-0.0624403743810411,7.01880031198232,1.56313548500371,0.21957472813011,0.256123691251454,ENSG00000031003,0.545545606156914,6.69370338198423,91.066247960798,7.64488157978831e-20,1.89607402933179e-19,ENSG00000031003,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
FAM160B2,0.00208962029183765,7.08589558357792,0.00203096667992165,0.964056390076466,0.970540857312198,ENSG00000158863,0.864407124994295,6.74705727803494,218.314518336474,4.38283598346464e-48,2.34980430983725e-47,ENSG00000158863,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
FAM171A2,-0.0136090059023091,7.22261916518541,0.0920192203349656,0.761638883458696,0.792294058436079,ENSG00000161682,0.90038273572109,6.88261890447001,266.720482574989,5.2191344459149e-58,3.47876522803326e-57,ENSG00000161682,4,NA,3,3,3,3,3,NA,cis,FALSE,Activated cis,darkred
FAM189B,-0.0203589608417157,7.23773453338151,0.197931975417644,0.689659374030101,0.725545971755545,ENSG00000160767,-0.665657196709865,7.1256540839884,226.662781878009,8.33940433206949e-50,4.63797155755158e-49,ENSG00000160767,4,NA,4,4,4,4,4,4,trans,TRUE,Repressed trans,deepskyblue
FAM199X,-0.0552978721912949,6.92972526877897,1.3380258907694,0.3483840607499,0.391718662898141,ENSG00000123575,0.594231112328185,6.59652895352039,124.384285682908,2.94262860062791e-19,7.16884508001889e-19,ENSG00000123575,1,1,1,1,1,1,1,1,trans,FALSE,Activated trans,coral2
FAM228B,-0.0590972998034873,7.05641737925431,1.47859716579094,0.224054281627405,0.260802824858923,ENSG00000219626,0.939816650100866,6.70658505455641,260.565892981635,1.14991281738359e-53,6.93883501556393e-53,ENSG00000219626,NA,NA,3,3,3,3,3,3,unkn,FALSE,0,0
FAM234A,0.0290884257009503,6.99813407621672,0.357142766975019,0.570029806468296,0.612478184856324,ENSG00000167930,0.678260989197711,6.67187780040581,144.122042398537,2.68321919025708e-28,8.54912427546366e-28,ENSG00000167930,2,2,NA,3,3,3,3,2,cis,TRUE,Activated cis,darkred
FANCL,-0.0491012075466602,7.38616302618913,1.24646250139232,0.264285406562521,0.303684434170845,ENSG00000115392,-0.5286706979243,7.28043575713421,152.905279334977,1.81984664271989e-34,6.87266611449163e-34,ENSG00000115392,3,NA,3,3,3,3,3,3,trans,TRUE,Repressed trans,deepskyblue
FBN1,-0.078121072331755,6.92430445742028,2.58307636792039,0.159479749584364,0.190751780633589,ENSG00000166147,0.55944470410422,6.59106338979728,98.9565745324319,4.50426571659248e-17,1.02420728181675e-16,ENSG00000166147,2,NA,2,2,2,2,2,NA,trans,FALSE,Activated trans,coral2
FBRS,0.0164611785288552,6.99413144364831,0.102025308255107,0.787657073685553,0.815229882190003,ENSG00000156860,0.51839756180322,6.67615697473421,82.8554189505395,3.94217150453674e-17,8.9910069372552e-17,ENSG00000156860,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
FCF1,-0.0779724560240033,6.91922366670821,2.70868555550428,0.177380244192193,0.210629850652376,ENSG00000119616,-1.02731368074419,6.71821247063522,365.093599002513,1.34048858149372e-71,1.16131762612945e-70,ENSG00000119616,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
FCGRT,0.0861783639294205,7.01609674475976,2.92177539978791,0.127213106194598,0.154535799990239,ENSG00000104870,0.55816849353578,6.70517840902007,97.3602058276289,5.30289268627343e-21,1.36747925000976e-20,ENSG00000104870,3,NA,NA,3,3,3,2,NA,cis,TRUE,Activated cis,darkred
FEM1B,-0.0728391581145081,7.17434106266239,2.39534912175972,0.121762886776732,0.148274223266189,ENSG00000169018,0.737547806959352,6.83859435036873,180.557513051626,2.96797294137298e-40,1.31305804156602e-39,ENSG00000169018,NA,NA,NA,NA,2,2,2,NA,unkn,FALSE,0,0
FGD5-AS1,0.0081259673848154,7.49417929669185,0.0399016193940136,0.841681570145394,0.862143287581003,ENSG00000225733,0.643188314423071,7.19601643434816,201.933437941599,1.06961687175548e-44,5.32192251619446e-44,ENSG00000225733,2,2,2,2,2,2,3,2,cis,TRUE,Activated cis,darkred
FKBP15,0.0548360581123307,6.93251623393957,1.27057825936837,0.352620214892841,0.395932763962088,ENSG00000119321,0.509028164797133,6.61267060186331,86.0393191913276,7.4733670459997e-15,1.57432954077362e-14,ENSG00000119321,2,2,2,2,3,2,2,2,trans,TRUE,Activated trans,coral2
FLNA,0.0334311367700601,7.13255368620115,0.423554990307361,0.51519981504387,0.559526988524929,ENSG00000196924,0.731460837830814,6.81043904604463,160.234236815714,5.26765212853703e-36,2.09006842519373e-35,ENSG00000196924,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
FLOT1,0.00380523954516765,7.86360441852388,0.012147503469737,0.912242935170377,0.925543441878407,ENSG00000137312,0.683556705990542,7.5730885486853,352.34345099937,2.90268748487241e-75,2.72204150842025e-74,ENSG00000137312,NA,NA,NA,NA,4,4,NA,NA,unkn,TRUE,0,0
FLYWCH2,-0.00177068977485378,7.23346457924536,0.00307605454200937,0.955772573130136,0.963168260812884,ENSG00000162076,1.62369089076538,6.84401395784957,839.131712388079,5.85437243938661e-167,1.95355052567292e-165,ENSG00000162076,2,2,NA,3,3,3,3,2,cis,FALSE,Activated cis,darkred
FN3K,-0.0630493608067666,7.05574086414189,1.55808043209317,0.227878659180435,0.264793417643267,ENSG00000167363,1.55231762210292,6.6747455772157,723.055714296957,5.83497632670326e-127,1.20082450552271e-125,ENSG00000167363,NA,NA,3,3,3,3,NA,NA,unkn,FALSE,0,0
FOXJ2,0.0036618951345191,6.93552865359217,0.00504931662847684,0.959443620720864,0.966382144293775,ENSG00000065970,-0.547315618803954,6.69449814393179,102.960213548543,1.26826217459276e-21,3.32812634156345e-21,ENSG00000065970,3,3,NA,5,5,5,5,NA,cis,FALSE,Repressed cis,deepskyblue4
FRYL,0.0471233413425411,7.13782559627139,0.98154154695291,0.321868748121548,0.364547075464522,ENSG00000075539,0.722282184414822,6.81851216061272,174.578178626542,5.24889151935028e-39,2.25885982472283e-38,ENSG00000075539,3,3,3,3,3,3,2,3,cis,TRUE,Activated cis,darkred
FTSJ3,0.00667461634747298,7.48353346459204,0.0251075026727648,0.874106186146921,0.891803523723809,ENSG00000108592,-0.840268470866759,7.50430705419908,527.030195641115,2.31236439019261e-109,3.64533390751973e-108,ENSG00000108592,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
GAK,-0.02295444945461,7.18882993861421,0.237097825099449,0.626332484000014,0.6661526130726,ENSG00000178950,0.527981064759549,6.87981232446563,97.4811343846805,1.0150974310941e-22,2.75255078854484e-22,ENSG00000178950,NA,NA,3,3,3,3,2,3,unkn,FALSE,0,0
GATM,0.0528417442770584,6.95514388334516,1.18515759650149,0.333345517442721,0.376609829756152,ENSG00000171766,-0.551619718498343,6.72892942805883,103.933633134762,1.46275943020124e-22,3.94721154404815e-22,ENSG00000171766,2,NA,2,2,2,2,2,NA,trans,FALSE,Repressed trans,deepskyblue
GCC1,0.0855521898332167,6.90267024073494,3.21452174304731,0.173199529894154,0.205933707111522,ENSG00000179562,0.66624883826963,6.57446215306803,163.6154451035,6.65169734558434e-23,1.81578463281526e-22,ENSG00000179562,3,3,NA,2,2,2,2,3,cis,TRUE,Activated cis,darkred
GCLM,0.0158683178818653,7.39223250610542,0.13580788699547,0.712500974534045,0.746521760801108,ENSG00000023909,0.690167807154084,7.08453822260718,204.797241340816,2.72855423000417e-45,1.37375757472556e-44,ENSG00000023909,4,4,4,3,3,3,3,4,cis,TRUE,Activated cis,darkred
GINS1,-0.0750956992678166,7.13824534386781,2.45293682525783,0.117371512940211,0.143327025300102,ENSG00000101003,0.509368672705783,6.82333130454821,86.556645805499,2.22627755483367e-20,5.62579168060931e-20,ENSG00000101003,4,4,NA,3,3,3,2,4,cis,FALSE,Activated cis,darkred
GINS2,-0.00855246003804141,7.60163641726724,0.0362532405075021,0.84900157305238,0.868753854547885,ENSG00000131153,0.669302044613662,7.30087824402905,173.733421570862,7.87949436160727e-39,3.37494871747414e-38,ENSG00000131153,NA,3,NA,2,3,3,2,NA,unkn,FALSE,0,0
GIPC1,-0.0375348014828141,7.02234516722047,0.594142125501445,0.440859998490847,0.486138560024875,ENSG00000123159,0.619250026600921,6.69468110391209,120.870156880607,9.92993973988126e-25,2.8738413835421e-24,ENSG00000123159,1,1,1,1,1,1,1,1,trans,FALSE,Activated trans,coral2
